1.290904193002897493e-01,1.498335539053890497e-01,4.105534461224795706e-01,1.058025466725359548e-01,1.597167734295747710e-01,1.947033078800575467e-01,-7.074223805145989086e-02,-4.531955827058176678e-01,-1.126147437848119409e-01,4.545921895118990030e-01,1.895747586757583758e-01,2.304276066099386899e-01,7.072857484726319255e-02,2.750879079779451342e-01,-3.763993147603812983e-01,-1.424503580597057395e-01,-2.788358235400034135e-01,-7.573411141853956252e-01,2.084355475486141807e-01,5.080961502060595825e-01,1.718418956320538413e-02,-1.789993673509218675e-01,-7.514009488224060451e-02,-7.846222063790460333e-02,4.565098803835200836e-01,4.338235324150931937e-01,4.951175327902401779e-01,1.574571751432175815e-01,2.384502898119013337e-02,-8.757210443980844028e-01,-2.953784904288422331e-01,-1.477803274587540239e-01,-4.401381152134463681e-01,6.595996082271542160e-02,-2.557705727830866804e-01,-9.007506060639806911e-02,4.641708429986081685e-01,-2.917006867744274534e-01,2.195639457292419827e-01,-4.841370432045058458e-01,1.340548814095734731e-01,-2.684834765889529962e-01,5.969937524435240533e-02,-6.267161274704844409e-01,2.438955813903107006e-01,-1.374724407374375568e-01,-2.374252273723737316e-01,-6.428552388651248475e-04,-1.778470466901312386e-01,3.434619994652470254e-01,-5.453188319022268526e-01,-3.942478410732823679e-01
3.706261924854776235e-01,-3.727737837530810672e-01,-5.027154795409051191e-01,3.919963218279909345e-01,8.059078258819399321e-02,3.949386685778054074e-01,-5.391698532397216914e-02,-6.098243353335126571e-01,-2.357949855938822892e-01,-3.114290656756362741e-01,2.784883053515552209e-01,-7.123993315107258750e-01,-1.686970419550835321e-01,-2.252754597921713675e-01,-5.457295295647414113e-01,-3.401074974244253091e-01,8.977135980197439302e-01,-1.990363463960979629e-01,-3.789394581587425259e-01,2.553478532666874634e-01,2.070101323360779844e-01,2.856394867871451249e-01,3.584795998076688028e-01,-3.782193962135944609e-01,4.198262801198603955e-01,-9.346548303175558070e-01,2.048228011095123702e-01,2.854059369049873063e-03,1.071004843575624060e-01,3.794570472977770170e-01,-2.770964513792663064e-01,-1.418792350485896248e-01,8.040546320520366996e-02,-6.238128455175061954e-02,1.614656522883178569e-01,1.387941737052191538e-01,-3.585246882835004811e-01,8.835610085191406005e-02,4.359092381389855220e-01,1.582891581549618343e-01,-4.892292711986845899e-01,1.277939230281318339e-01,-4.877450880517388287e-01,-5.318541252448009266e-02,-1.332848765978141004e-01,-1.369348686538483517e-01,4.600234065950570966e-02,-1.378524168114145243e-01,-4.719185101967472429e-01,2.747572560620795690e-01,-2.877300255554832153e-01,-4.541416862435581486e-02
5.028291206769035515e-01,8.549631766248998455e-01,3.253817794487990911e-01,-6.643381762724612782e-01,2.490098517579409365e-01,-4.668622444178739950e-01,-2.415485567393327870e-01,6.569454071455749222e-01,-6.667038937457279990e-02,7.587961067227663378e-03,-3.698149545293534235e-01,2.462564010548648485e-02,5.316289623873636794e-01,-5.517606881559606880e-01,2.683254913809750564e-01,8.941743099200495370e-01,-1.557422995786584552e-01,4.371305017755308664e-01,7.621219323446108695e-02,9.538351788250468699e-01,6.765687942797158350e-01,5.957368574897591723e-02,3.731564699930390860e-01,-7.772991717783042653e-02,-3.030974600504314220e-01,-8.832379526689734250e-01,8.346774139784798874e-02,1.658907036390874501e-01,-4.444557322815909650e-01,-2.354228622717970398e-01,-4.589958037637002497e-01,5.773602814457235999e-01,3.075962386288638717e-01,-2.748569232111254257e-01,-2.108695940344258446e-01,1.620644269323148756e-01,2.109449852673264680e-01,-3.084943011500905219e-01,4.311087783191200340e-01,-4.376720286631284873e-01,-8.037912337566831267e-02,3.461276646757290021e-02,5.115364093792772182e-02,-2.901204350278949184e-01,-5.578862568909578185e-02,6.266296675544118511e-01,3.027723347868160331e-01,-3.552165799361555742e-01,-2.220158902876258333e-01,-3.798717411899881213e-01,4.965392244455986426e-02,-2.426428540507731269e-01
1.441147481374543682e-01,2.535846718156778423e-01,-2.487620677634657662e-01,9.607178862025918253e-02,4.187079983836003994e-01,-4.656848962728576263e-02,-1.185034156671168903e-01,4.097097659037527428e-01,1.282744316521399197e-01,1.441792167361268251e-01,6.757007916068315245e-02,-5.414938191115983845e-02,-3.362120613424573468e-01,2.200810227616498693e-01,-9.709676222483006880e-01,-3.566733305693107203e-01,-1.485603522106744012e-01,-4.574765607347417440e-01,1.340633793909257361e-02,4.054270813888549152e-01,-8.811982999139517103e-02,2.260976555540081534e-01,3.795828353971946734e-01,-1.054755700046060146e-01,1.336914614388303724e-01,6.997061685693894972e-02,3.772822554474103418e-01,-2.667047607631514161e-01,-2.041794884395197462e-01,-2.435080714180216654e-01,5.404703483709565326e-01,7.761104034873050894e-01,-1.254036062347009262e-01,1.566434584661741403e-01,7.044753903744903345e-02,-4.619880126072946624e-01,-3.184379761276772552e-02,2.515409712930312749e-02,2.142971236041906202e-01,-4.355107955919350626e-01,4.899666842782794962e-01,-4.972029745540413881e-01,-3.273809620600595660e-01,-3.569528047227872314e-01,-1.139439646709725917e-01,1.720555962231964664e-01,-9.042778120684212551e-02,-1.995536488087113758e-01,3.763969591881060617e-01,3.116331242706217308e-01,1.618384483755888892e-01,-7.241128307234831647e-03
5.760622950961893363e-01,2.355388401271278909e-01,-6.812122121877320358e-02,-2.696084099762775521e-01,-7.975808537346047722e-02,2.220137214640774403e-01,-4.321757525936787414e-01,-2.781796274864935525e-01,-2.495248093559149227e-01,-4.405522748629631669e-01,3.832169857246070510e-01,-3.092130544565916406e-01,3.296476400040368460e-01,-4.253540312470994733e-01,-1.831219515618604660e-02,4.851487922977672507e-01,8.464800376015600356e-03,-8.402799846638692172e-02,-1.619933723498899469e-01,7.670007017481514922e-01,1.895600361266475409e-01,-5.604412026081473375e-03,-4.241627336180791574e-01,-5.015529639528641948e-01,6.789623402867579482e-01,-1.072520339181003424e+00,-2.644965672336148099e-01,-2.588537119206247294e-01,-3.326445109121926036e-01,-1.073761983266028619e-01,-1.280758263870435676e-01,4.032981944769526983e-01,-8.480705275313722702e-02,3.893717861288674142e-01,-2.684209394278991301e-01,4.659604016440959673e-01,3.425971630132952639e-02,-4.514308361037954187e-01,4.672006648857594535e-01,-4.704600087930100871e-01,-2.351524712945640971e-01,-2.301648378394496874e-01,-4.937213613815695235e-01,-3.127740107784442447e-01,3.155244339286830124e-01,6.197537483446418083e-01,2.593859874420879619e-01,1.293913044256830847e-01,3.015014825190580616e-01,-2.709411439377619191e-01,-3.183342421397528099e-01,-5.544358435548895070e-01
5.299660372885056647e-02,2.450884521346606559e-01,3.225096974638024250e-01,1.239924311658500145e-01,1.554923449221113363e-01,-3.513429196610158289e-01,-2.336654318838196978e-02,-5.802612253122483299e-01,3.992686489876183797e-01,-4.578407312291469800e-01,1.009313409066456696e-01,-3.973645714192368117e-01,7.358005550585612342e-01,1.526441178460518355e-01,2.106889583447050032e-02,2.078285749961830131e-01,-1.062948878854046569e-01,-1.151993231605760448e-01,1.477709829410865927e-01,-3.138584355595107345e-02,3.232725561843501905e-01,-6.097794791178298146e-01,2.076128261818879217e-01,5.999920810818162309e-01,1.189295051810185022e+00,-2.744337026926317313e-01,-7.670346633001623449e-02,2.186936002292922399e-01,-4.463612422898899368e-01,2.928920463382599371e-01,1.815295423962239585e-01,5.711382422553780147e-01,2.827469068045906919e-01,1.130210844833577477e+00,-7.180283056253474738e-01,2.157006725963699634e-01,3.529738254511421286e-02,4.590168524413281159e-01,4.442208671482670290e-01,-2.161969729016159358e-01,1.162873413386928401e-01,6.635821183889986097e-01,8.810750843171678559e-01,-3.785938739985864054e-01,-2.538432998871038015e-01,-1.684744210733910008e-01,-5.143977041671491390e-01,-2.899000570320094394e-01,8.612670589690180067e-02,1.978940624661372216e-01,1.461669061578209361e-01,-4.939224259885603430e-01
5.860120188943311881e-01,-1.045667358180659735e-02,3.885717473358459018e-02,-4.082413324610857375e-01,2.635142331144063044e-01,-5.283084830207531724e-01,-6.646023016796563931e-01,-2.515027421662888729e-01,-7.812109759808642806e-02,2.156495996186189729e-02,-8.161361721231646937e-02,-1.266256687267754422e-01,2.041728458176396699e-01,1.782940311858181304e-01,4.396427077330914979e-01,-2.357277686237908565e-01,3.252241226227468029e-01,-3.545689546976730222e-01,-2.250135289434815056e-01,7.757947332445419564e-01,4.908954568940318008e-01,-2.905277518350601884e-01,-5.340724660316101824e-01,-2.427095521463155658e-01,6.015398351187153381e-01,7.357916173879684718e-02,2.223446086478588213e-01,5.731077160115575532e-03,-4.169698124504502834e-01,-3.516907108605620835e-01,-1.471378189913004515e-02,-1.364044744435448653e-01,-6.367540586226735355e-01,4.135618078801091557e-01,-8.547671050408586768e-02,1.454737166088619915e-01,-2.898163606426014394e-02,3.889391957047694803e-01,4.248438045936087093e-01,-3.173623304200976492e-01,7.157380848289649489e-01,1.229279657721497332e-01,4.201289252308530453e-01,-4.977693908086686658e-01,4.106114952143444796e-01,-4.380931490528726657e-01,3.574806763168429380e-01,-5.723217278102995520e-01,-4.704155818521463944e-02,6.092403756892814659e-01,-4.525566177909508547e-01,-3.505864073625347133e-01
-6.217803302989575176e-01,-3.295934714017305645e-01,-8.105254638516495858e-02,7.186440314668242069e-01,-1.256671622541594979e-01,3.739531954321150264e-01,5.726097292342728906e-01,9.183650271155241462e-02,3.076363273464892689e-01,1.850831941541836861e-02,2.067367104239610787e-01,-1.845325614199906095e-01,-2.127182861976709138e-01,3.277904670622496797e-01,-7.505664370613386316e-01,-4.914846804226256083e-01,1.819625455139019243e-01,-2.456135061371998995e-01,4.900259113758604484e-02,-5.109211092011086697e-01,-6.226226012693089618e-02,1.218942242986518487e-01,-3.729200276835093475e-01,-6.336426116294699984e-01,3.537989368361804665e-01,5.895212635873103846e-01,-9.717727219951836914e-02,-3.646655037910614700e-03,-7.634171865425384840e-02,-2.551955543335529542e-01,-3.239707665913138523e-01,-3.063968833864948449e-01,3.532945438012657924e-01,3.165578228307350250e-01,1.636411654678799066e-01,-2.191601013873772097e-01,3.719169436071224077e-01,1.362217903244814787e-01,7.450759681117102851e-02,5.678420596119159169e-01,-4.652625261532031820e-01,2.481717908214659332e-02,-9.211770660959292534e-02,1.823138653264496645e-01,6.524283959344932826e-02,-6.418185075741164036e-01,-2.320482347416722158e-01,-2.861612365560376459e-01,6.439643014318340020e-03,1.378022970628674515e-01,2.897570508750923340e-02,3.779458372914785702e-01
3.382323286714441352e-02,8.008155451659870749e-01,4.927375191817485178e-01,7.281449092088383424e-01,3.053821553186469862e-01,-4.306710524842701782e-01,-1.023766977293736197e-01,1.807063738200565262e-01,-2.634682371624350594e-01,3.127189251273517212e-01,1.766719558104777321e-01,5.056295646563990775e-01,5.286237485785454382e-01,-3.181571332129711216e-01,6.890107107479376269e-02,6.539007883545522315e-01,-3.427342204860550634e-01,6.090104526386657113e-01,-5.698798497949116026e-02,-4.970256270798407150e-01,-3.267101075305063329e-01,-5.967606705242855733e-03,3.262715063019913653e-01,3.863019008438484669e-01,-4.408214505968095498e-01,3.967166615786381079e-01,-1.276898073650676035e-01,3.345887150882202454e-01,-2.802204742386598113e-01,6.144597342267269502e-01,6.346352830188014549e-01,2.811307148471438588e-01,4.207492676958528022e-01,-3.309044499153876995e-01,-8.065628084862597191e-01,-2.739175829170836241e-01,4.595469354163188580e-01,-1.628423866908458584e-02,7.423290331627003802e-01,-3.207394329016927809e-02,4.065273394256730399e-01,2.863216941958722783e-01,-1.673875497084414687e-01,7.759340880500782689e-02,5.539227782208823170e-01,1.038462358443911437e+00,-1.341037209177497191e-01,-2.585067431905044844e-01,3.070473165117992287e-01,-9.257485189708148932e-01,6.180681341903614401e-01,1.109356405132208567e-01
1.213972182221088741e-01,1.100889919828575758e+00,-1.448551462767937448e-01,3.029952593988123333e-01,-2.111650365316860289e-01,-4.023789278244057077e-01,3.219661776874436776e-01,7.501430095311690804e-01,5.299312362034536150e-01,6.291858270202063119e-01,-8.233283082058534541e-02,1.333205827295358414e-01,3.783329157249557539e-01,-2.575199806175944017e-01,2.521070159252212783e-01,-6.164295541975155501e-01,-3.130437994694388326e-01,1.156086769650743751e-01,3.559171544955788136e-01,1.282472732037092389e-01,-5.237358348523463158e-01,-6.451965657628824791e-02,-3.283804055383248155e-01,7.638340577731667080e-01,-4.178374437586106216e-02,-2.868877814549642552e-02,1.572281270647027940e-01,3.439102025571957322e-01,1.764120437817168902e-02,1.625404543427809434e-01,7.822639583101546057e-01,6.328913699702080065e-01,-5.076409283009675893e-02,5.390422820206629551e-01,-1.057404715661100641e-01,2.846670578427711318e-01,4.241911512006475010e-02,5.996804150392950200e-02,6.201227742568130585e-01,-2.229744688837464184e-01,1.345053045323327812e+00,8.167743213430446181e-01,-4.375035830707771356e-01,-1.908988058207642668e-01,2.835548668714704679e-01,9.658769013052699304e-01,1.016332036168357128e-01,1.959486518174980429e-01,2.150179750255604150e-01,-7.730134939382337089e-01,-2.786442167133864056e-01,1.898940762289329787e-01
-9.606643887805188520e-01,-2.332758953341339259e-01,-3.216914065784887145e-01,1.664141448098935827e-01,-2.283713111680258090e-01,4.033677348839301846e-01,5.298962427413087539e-01,-4.922054944317007519e-01,2.065458420298257880e-01,-2.257377923884623383e-01,3.338161206110718537e-01,-7.829630807089835165e-02,-5.223492598582626378e-01,3.852445370853738726e-01,3.304829069001047892e-01,3.450613759104569356e-01,4.024395403766888313e-01,-1.241679771359423395e-01,3.928099331279764628e-01,-7.831849448712300266e-01,-1.000710236639976713e-01,3.695408021795739684e-01,-4.869777052962745434e-01,-1.052299937584618983e-01,5.126769527029731432e-02,1.162682954559170478e-01,-8.103969087349592870e-01,3.145613366088517715e-01,5.681002924423591421e-02,-1.348418267286664307e-01,-5.777058590152205353e-01,-4.824247649499826540e-01,3.389230229860156207e-01,-1.379977277082592435e-01,1.694469268031468523e-01,9.795570959736144001e-01,4.246691211195811055e-01,-4.610089968832798979e-01,-6.971733445707850585e-01,5.491328400622378370e-01,-1.057118626008172413e+00,1.710235950125682247e-01,-1.099410357010586869e+00,1.772649871857574777e-01,-2.520916326543040653e-01,-7.594453771614787518e-01,3.348337254179977740e-01,3.526374855564218813e-01,-2.870084890637670250e-01,4.695106598881795268e-01,1.729137761783642313e-01,3.251939226145351136e-01
-8.062661929048493825e-02,7.239257856913218214e-01,5.339903622381561021e-01,5.435233135952683980e-01,3.448843922035876308e-01,-1.091577041613045751e-01,1.382127941879673361e-01,3.793484536893885206e-01,1.649270489412460183e-01,3.482437322925014955e-01,-1.758070457217608337e-02,3.436567183667272873e-01,5.339486842455315463e-01,-4.554412149702500856e-01,-3.044685704235432500e-01,1.147874733563692740e+00,-2.386466369729006165e-01,5.190922579123106173e-01,4.934577044137529733e-01,-5.553253047487777261e-01,1.969364359930843994e-02,-2.374304653537686605e-01,4.550968839990410936e-02,-4.628671000086660992e-01,-5.895478726493474930e-01,2.747946647474100446e-01,-2.557684640041737456e-01,1.190121434101210490e-01,-1.367331478793001875e-01,7.943748068186092803e-01,-8.694183031443281084e-01,2.514861556923331798e-01,5.755600741728345016e-01,-8.137666343313428863e-01,-4.753111430668510717e-02,-9.745449430374075739e-01,6.871955420185320573e-01,-8.448629651431614762e-02,6.563449135082527475e-01,3.802708080633326881e-01,5.229796542076324828e-01,-2.085308850691141025e-01,1.134339954910435350e-01,1.944270845216026777e-01,-2.317521509725160023e-01,1.482596551790326400e-01,-1.466537206353694944e-01,1.848125904840748623e-01,-3.073512886621813101e-01,-5.872032898449970340e-01,8.128653042867303169e-01,3.587071424416602428e-01
-8.311421141785702016e-01,-2.898320149332990758e-01,-2.272684685349905809e-01,-7.672054142552622302e-01,1.433170985148135568e-01,5.765342923635867756e-01,-1.923685441212452663e-01,1.063454070456544553e-01,-8.272110081270079851e-01,-1.314181491717357486e-01,-5.858334142099307779e-02,5.869069343313205733e-01,-1.047801913614333502e+00,5.275653422429767148e-02,5.698485357924953920e-01,-7.361311425125131036e-01,-7.763212163912985853e-02,-2.858402076430887062e-01,-3.259980718312408543e-01,6.485649496182833984e-02,1.426175124239575931e-01,2.847768951759238054e-01,3.457289055444713322e-01,1.424363564758447942e-01,-5.246339591364793664e-01,3.603101181416631937e-02,7.728798946349096921e-01,3.011579908629170022e-01,9.026429940901403715e-01,-2.486446227662234276e-01,-1.265684931594959761e-01,-5.406585444124561990e-01,-1.209209619928857532e-01,-6.686496011442124576e-01,8.897794522395231775e-02,1.017723099224544653e-01,4.378748704369264666e-02,7.327909091436481115e-02,-2.737420892581149401e-01,4.255678242374819065e-01,-1.343226336513687058e-01,2.320673305837516742e-01,-9.391934584188349477e-01,7.011463936077158565e-02,-1.069197739962243210e-01,-3.654933340076064185e-01,-2.706528706674029006e-01,5.068823814748999457e-01,6.667033891530835810e-01,2.670697911798672886e-01,-9.334917006671670237e-01,3.027487320056257425e-01
